"主聘系所","作者順序","刊物名稱","專兼任","年度","所屬計畫案","教師姓名","是否具有審稿制度","期刊出版地國家/地區","期刊論文是否為跨國(地區)合作","狀態","發表卷數","發表型式","發表年份","發表月份","發表期數","系所代碼","論文名稱","論文收錄分類","識別號","通訊作者"
"護理系","第三作者","BMC Ophthalmology","專任","114","NSTC 111-2314-B-255-004-MY3)","張麗春","是","英國","否","續聘","25","電子期刊","2025","10","1","1531","Factors influencing shared decision-making and decision regret in parents of children undergoing myopia control within one year","SCIE","713689","是"
"護理系","第一作者","Sage Open","專任","114","無","張麗春","是","美國","否","續聘","15","電子期刊","2025","10","4","1531","Perceived Benefits as a Mediator of Social Media’s Influence on E-cigarette Intentions Among Current Non users in Taiwanese College Students","SSCI","713690","否"
"護理系","第一作者","International Nursing Review","專任","114","無","張麗春","是","美國","否","續聘","72","紙本及電子期刊","2025","9","3","1531","Enhancing Work Efficiency With Generative ArtificialIntelligence: Experience and Training Insights From SchoolNurses Through Focus Groups and Surveys","SCI, SSCI","713691","否"
"護理系","第一作者","Nutrition Journal","專任","114","無","張麗春","是","美國","否","續聘","24","紙本及電子期刊","2025","8","4","1531","Preliminary effectiveness of VR-enhanced nutrition education for promoting healthy diets among college students","SCI, SSCI","713692","否"
"護理系","第四(以上)作者","Journal of School Nursing","專任","114","無","張麗春","是","美國","否","續聘","41","紙本及電子期刊","2025","8","4","1531","Competence and Stress of Medication Administration Practices for School Nurses in K-12 Taiwan Schools","SSCI","713693","是"
"護理系","第一作者","Journal of Human Nutrition and Dietetics","專任","114","無","張麗春","是","美國","否","續聘","38","紙本及電子期刊","2025","8","4","1531","Exploring Taiwanese Dietitians' Acceptance and Use of ChatGPT in Nutrition Practice: A Cross-Sectional Survey","SCI, SSCI","713694","否"
"護理系","第一作者","Journal of Advanced Nursing","專任","114","無","張麗春","是","英國","否","續聘","81","紙本及電子期刊","2025","7","7","1531","Registered Nurses' Attitudes Towards ChatGPT and Self-Directed Learning: A Cross-Sectional Study","SCI, SSCI","713695","否"
"護理系","第四(以上)作者","International Nursing Review","專任","114","無","張麗春","是","美國","否","續聘","72","紙本及電子期刊","2025","6","2","1531","Attitude and utilization of ChatGPT among registered nurses: A cross-sectional study","SCI, SSCI","713696","是"
"護理系","第一作者","Journal of Clinical Nursing","專任","114","MOST 111-2314-B-255 -006 -MY2中壯年腦中風病人於中風後六個月內之未被滿足需求及預測因子","郭玟佑","是","英國","否","續聘","34","紙本","2025","12","12","1531","Longitudinal Study on Unmet Needs in Young Stroke Survivors: Predictive Factors and Consequences","SCI, SSCI, SCIE","713893","是"
"護理系","第一作者","Journal of Nursing Scholarship","專任","114","MOST 110-2314-B-255-001 -","郭玟佑","是","美國","否","續聘","57","紙本及電子期刊","2025","3","2","1531","Evaluating the combination of in-person and electronic social networking services for family caregivers of stroke survivors: A quasi-experimental analysis","SCI","713894","是"
"護理系","第一作者","Journal of Cardiovascular Nursing","專任","114","MOST 111-2314-B-255 -006 -MY2中壯年腦中風病人於中風後六個月內之未被滿足需求及預測因子","郭玟佑","是","美國","否","續聘","","電子期刊","2025","3","","1531","The Care Needs, Preferences, and Coping Strategies of Young Stroke Survivors A Qualitative Study","SCI, SSCI, SCIE","713895","是"
"護理系","第二作者","長庚科技學刊","專任","114","無","陳妙絹","是","中華民國","否","續聘","43","電子期刊","2025","12","43","1531","Improving Employee Retention through Early Engagement of Two-Year RN-to-BSN Students in Taiwan’s Nursing Postgraduate Year Program: A Quasi-Experimental Study","其他","713796","否"
"護理系","第一作者","Nurse Education Today","專任","114","教育部教學實踐計畫the Ministry of Education, Taiwan R.O.C. (PMN107016)","陳秀芳","是","英國","否","續聘","152","電子期刊","2025","5","0","1531","Comparison of learning outcomes: Team-based vs. problem-based learning with high-Fidelity simulation in a critical care nursing course—a mixed-methods design","SCI, SSCI","713738","否"
"護理系","第二作者","長庚護理","專任","114","無","陳淑卿","是","中華民國","否","續聘","36","紙本及電子期刊","2025","12","4","1531","運動介入對癌症病人身體活動功能之成效-系統性文獻回顧","其他","713642","是"
"護理系","第四(以上)作者","Supportive Care in Cancer","專任","114","無","陳淑卿","是","德意志聯邦共和國","否","續聘","33","電子期刊","2025","11","7","1531","Symptom distress and fear of progression associated with quality of life in multiple myeloma patients receiving treatment.","SCI","713643","是"
"護理系","第二作者","長庚護理","專任","114","無","陳淑卿","是","中華民國","否","續聘","36","電子期刊","2025","6","2","1531","住院病人出院準備度臨床評估與護理處置","其他","713644","是"
"護理系","第三作者","Supportive Care in Cancer","專任","114","CMRPG3M1201","陳淑卿","是","瑞士","否","續聘","33","電子期刊","2025","6","7","1531","Factors associated with physical and psychological health in non-Hodgkin’s lymphoma patients: a prospective longitudinal study","SCI","713645","是"
"護理系","第二作者","長庚護理","專任","114","無","陳淑卿","是","中華民國","否","續聘","36","電子期刊","2025","3","1","1531","髖關節骨折病人手術後功能與症狀之臨床評估與護理","其他","713646","是"
"護理系","第四(以上)作者","Digital Health","專任","114","無","陳曉蓉","是","英國","否","續聘","11","電子期刊","2025","11","2025","1531","A web-based, user-centered decision aid to support parental choices in myopia control: A development and usability study","SCIE, SSCI","713724","是"
"護理系","第一作者","Geriatric Nursing","兼任","114","無","陳麗琴","是","美國","否","新任","65","電子期刊","2025","7","0","1531","Perspectives of healthcare professionals on harm prevention to hospitalized older people: A phenomenographic study","SCIE, SSCI","713847","否"
"護理系","第一作者","護理雜誌","專任","114","無","陸振芳","是","中華民國","否","續聘","72","紙本及電子期刊","2025","6","3","1531","司法護理在公平審判與生命安全上的人權價值與發展建議","其他","713797","是"
"護理系","第一作者","Worldviews on Evidence Based Nursing","專任","114","無","曾雅涓","是","美國","否","續聘","0","電子期刊","2025","12","0","1531","Parenting concerns and emotional distress in cancer patients with minor children: A meta-analysis of key moderators.","SCI","713910","否"
"護理系","第一作者","International Journal of Nursing Studies","專任","114","聽力復健方案對聽力損傷老人之溝通能力、憂鬱、孤寂感以及生活品質之成 效","曾雅涓","是","英國","否","續聘","166","電子期刊","2025","6","3","1531","Effects on health outcomes following a nurse-led hearing loss management intervention designed for older adults: A randomized controlled trial","SCI","713911","否"
"護理系","第一作者","Geriatric Nursing","專任","114","無","曾雅涓","是","美國","否","續聘","61","電子期刊","2025","1","1","1531","Lived experiences and illness perceptions of older adults with age-related hearing loss before the use of hearing aids: An interpretative phenomenological study","SCI","713912","否"
"護理系","第四(以上)作者","源遠護理","專任","114","無","曾瑛容","是","中華民國","否","續聘","19","電子期刊","2025","11","3","1531","臺灣護理人員在新加坡醫院工作經驗之初探：次級資料內容分析","其他","713655","是"
"護理系","第三作者","長庚護理","專任","114","無","黃湘萍","是","中華民國","否","續聘","36","電子期刊","2025","12","4","1531","「行動學習」於癌症存活者照護計畫之成效探討－系統性文獻回顧","其他","713776","否"
"護理系","第一作者","Asian Nursing Research","專任","114","無","黃湘萍","是","大韓民國(南韓)","是(跨國合作)","續聘","0","電子期刊","2025","12","0","1531","Influencing Factors of Unmet Care Needs Among Taiwanese Non-Muscle Invasive Bladder Cancer during Acute Stage of Survivorship: A Preliminary Study","SCIE, SSCI","713777","否"
"護理系","第三作者","大學教學實務與研究學刊","專任","114","無","黃湘萍","是","中華民國","否","續聘","9","電子期刊","2025","6","1","1531","多元教學策略建構學生學習成效之模式──微課、互動式模擬情境動畫、虛擬實境與同理心地圖於基本護理學暨實驗","其他","713778","是"
"護理系","第四(以上)作者","The Journal of Nursing Research","專任","114","無","黃湘萍","是","中華民國","否","續聘","33","電子期刊","2025","6","3","1531","Unmet Care Needs of Colorectal Cancer Survivors in Taiwan and Related Predictors","SCIE, SSCI","713779","是"
"護理系","第四(以上)作者","護理雜誌","專任","114","無","黃湘萍","是","中華民國","否","續聘","1","電子期刊","2025","2","72","1531","代謝症候群職場員工伴隨阻塞性睡眠呼吸中止症相關因素探討—以北部某地區醫院為例","其他","713780","否"
"護理系","第二作者","Journal of Affective Disorders","專任","114","無","黃湘萍","是","荷蘭王國","是(跨國合作)","續聘","0","電子期刊","2025","1","373","1531","Addition of long-acting injectable antipsychotics during manic episodes in bipolar disorder: A retrospective analysis of rehospitalizations","SCI, SSCI, SCIE","713781","是"
